Navn,Adresse,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon,Årsomsætning,Overskud,Lønomkostninger_Administrativt,Lønomkostninger_Personale,Omkostninger_til_ikke_fastansat_personale,Soliditetsgrad,Procentmæssigt_overskud_i_forhold_til_omsætningen,Samlede_lønomkostninger_i_forhold_til_omsætningen,Ejendomsomkostninger_i_forhold_til_omsætningen,Personalegennemstrømningen_på_tilbuddet,Virksomhedsform,CVR,Virksomhedens_navn,Tilsynsførende_myndighed,Driftsherre,latitude,longitude,kommune
Bostedet Villaen (S/I Fonden Buddumhuse (Landlyst)),"Buddumvej 30
    

    9560 Hadsund","Godkendt med vilkår
        04-04-2025","0 - 2.788,54 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107
                
            
                
                    3 - Botilbud til længerevarende ophold, § 108","6 pladser -
            ingen ledige",Poul Bo Nielsen,info@fondenlandlyst.dk,96182055,32.166.684 kr.,-542.492 kr.,1.821.405 kr.,24.793.879 kr.,427.782 kr.,"51,86 %","-1,69 %","88,45 %","4,03 %","20,45 %",Øvrige virksomhedsformer,27600646,S/I Fonden Buddumhuse  (Landlyst),Socialtilsyn Nord,Tilbuddet selv,56.746896,10.247014,Mariagerfjord Kommune
CHB - Bosted og Aktivitetscenter Kliplev,"Kliplev Hovedgade 6
    

    6200 Aabenraa","Godkendt
        19-05-2025",6.901 - 6.901 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
            
        
            
                Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107","17 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
                
            
                
                    13 - Aktivitets- og samværstilbud, § 104
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","13 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 8 pladser forbeholdt beboere på botilbuddet",Majken Meyer,mmme@aabenraa.dk,29298326,,,,,,,,,,,Primærkommune,29189854,Aabenraa Kommune,5798005101789,Tilbuddet selv,54.938049,9.402038,Aabenraa Kommune
Den Selvejende Institution Lovnsbjergvang,"Lovnsbjergvej 2
    

    7800 Skive","Godkendt
        17-12-2024","358,44 - 3.892,32 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
            
        
            
                Botilbud til midlertidige ophold, § 107","6 - Aktivitets- og samværstilbud, § 104
                
            
                
                    2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
                
            
                
                    4 - Botilbud til midlertidige ophold, § 107","6 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 2 pladser forbeholdt beboere på botilbuddet",Charlotte Sehested,charlotte@lovnsbjergvang.dk,51238530,,,,,,,,,,,Øvrige virksomhedsformer,29463778,Den Selvejende Institution Lovnsbjergvang,Socialtilsyn Midt,Tilbuddet selv,56.488431,9.009226,Viborg Kommune
Ethos-Bosted / dagtilbud ApS,"Thorsmoseallé 15
    

    3200 Helsinge","Godkendt
        05-02-2025","964,45 - 7.571,92 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
                
            
                
                    5 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","1 pladser -
            ingen ledige",Anni Christensen,kontakt@ethos-social.dk,4540882794,,,,,,,,,,,Anpartsselskab,33955480,ETHOS - BOSTED ApS,Socialtilsyn Hovedstaden,Tilbuddet selv,55.998928,12.183659,Gribskov Kommune
Fonden Huset Scheving,"Skovbakken 29A
    

    8766 Nørre Snede","Godkendt
        04-03-2024","457,92 - 725,04 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","10 - Aktivitets- og samværstilbud, § 104
                
            
                
                    5 - Botilbud til længerevarende ophold, § 108
                
            
                
                    5 - Botilbud til midlertidige ophold, § 107","10 pladser -
                Kontakt afdelingen om ledige pladser",Lars Nørgaard,kontakt@husetscheving.dk,93880435,,,,,,,,,,,Fonde og andre selvejende institutioner,37934097,Fonden Huset Scheving,Socialtilsyn Midt,Tilbuddet selv,55.95834,9.394676,Ikast-Brande Kommune
HERTHA Bofællesskab & Værksteder,"Landsbyvænget 2A
    

    8464 Galten","Godkendt
        04-03-2025","419,76 - 603,88 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbudslignende tilbud, Lejebolig, Lejeloven
            
        
            
                Beskyttet beskæftigelsestilbud, § 103","6 - Aktivitets- og samværstilbud, § 104
                
            
                
                    30 - Botilbudslignende tilbud, Lejebolig, Lejeloven
                
            
                
                    30 - Beskyttet beskæftigelsestilbud, § 103","30 pladser -
            ingen ledige",Karina Degn-Christensen,karina.degn@hertha.dk,60733437,,,,,,,,,,,Øvrige virksomhedsformer,34751773,Hertha Bofællesskaber og Værksted,Socialtilsyn Midt,Tilbuddet selv,56.18184,9.971241,Skanderborg Kommune
Habitus Huset Børsholt (HabitusHuset Børsholt),"Børsholtvej 41
    

    9870 Sindal","Godkendt
        30-03-2025","1.933,76 - 10.516,9 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107
                
            
                
                    4 - Botilbud til længerevarende ophold, § 108","2 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241,18.355.493 kr.,-85.018 kr.,98.316 kr.,600.665 kr.,1.150.914 kr.,"-34,6 %","-0,46 %","20,14 %","8,5 %","14,81 %",Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,HabitusHuset Børsholt ApS,57.476411,10.351419,Hjørring Kommune
Habitus Huset Frederiksværksgade,"Frederiksværksgade 160
    

    3400 Hillerød","Godkendt
        03-12-2024","1.933,76 - 10.676,21 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","12 - Aktivitets- og samværstilbud, § 104
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107
                
            
                
                    10 - Botilbud til længerevarende ophold, § 108","2 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241,,,,,,,,,,,Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,HabitusHuset Frederiksværksgade ApS,55.94324,12.24376,Hillerød Kommune
Habitus Huset Hesselager,"Skolevej 19
    

    5874 Hesselager","Godkendt
        06-11-2024","1.859,35 - 9.829,06 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
                
            
                
                    5 - Botilbud til midlertidige ophold, § 107
                
            
                
                    5 - Botilbud til længerevarende ophold, § 108","5 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241,,,,,,,,,,,Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,HabitusHusene Fyn ApS,55.175598,10.745422,Svendborg Kommune
Habitus Huset Skellebjerg,"Tåderupvej 3
    

    4293 Dianalund","Godkendt
        24-01-2024","1.933,76 - 10.682,89 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","9 - Aktivitets- og samværstilbud, § 104
                
            
                
                    7 - Botilbud til længerevarende ophold, § 108
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107","7 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,25257069,53.353.028 kr.,1.948.429 kr.,588.400 kr.,33.035.188 kr.,2.629.338 kr.,"30,6 %","3,65 %","71,66 %","4,8 %","38,67 %",Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,HabitusHuset Skellebjerg ApS,55.532328,11.442474,Sorø Kommune
HabitusHuset Toreby (HabitusHusene Toreby),"Gl. Landevej 13
    

    4891 Toreby L","Godkendt
        21-03-2025","1.933,76 - 13.389,39 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Aktivitets- og samværstilbud, § 104","5 - Botilbud til længerevarende ophold, § 108
                
            
                
                    4 - Botilbud til midlertidige ophold, § 107
                
            
                
                    13 - Aktivitets- og samværstilbud, § 104","4 pladser -
                Kontakt afdelingen om ledige pladser",Elizabeth Haizmann Bergstrøm,ehb@habitus.dk,20610241,,,,,,,,,,,Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,Tilbuddet selv,54.755129,11.789847,Guldborgsund Kommune
Jernstøbervænget 9 (Habitus Huset Jernstøbervænget),"Jernstøbervænget 7
    

    4600 Køge","Godkendt
        06-03-2025","1.933,76 - 10.303,2 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","4 - Aktivitets- og samværstilbud, § 104
                
            
                
                    4 - Botilbud til længerevarende ophold, § 108
                
            
                
                    0 - Botilbud til midlertidige ophold, § 107","4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 4 pladser forbeholdt beboere på botilbuddet",Elizabeth Bergstrøm,ehb@habitus.dk,20610241,36.172.084 kr.,1.786.224 kr.,396.941 kr.,20.113.295 kr.,3.841.737 kr.,"46,2 %","4,94 %","72,71 %","5,2 %","37,04 %",Anpartsselskab,32082831,Habitus Bo- og Dagtilbud ApS,Socialtilsyn Hovedstaden,Tilbuddet selv,55.458,12.175608,Køge Kommune
Melius Husene Vanløsegaard (Melius Husene),"Have Borupvej 209
    

    4360 Kirke Eskilstrup","Godkendt
        30-12-2024","725,99 - 17.314,15 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107
            
        
            
                Aktivitets- og samværstilbud, § 104","2 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    7 - Aktivitets- og samværstilbud, § 104","7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 3 pladser forbeholdt beboere på botilbuddet",Andreas Hauptmann,andreas@meliushusene.dk,92900080,8.710.130 kr.,636.774 kr.,0 kr.,4.181.679 kr.,839.882 kr.,"38,86 %","7,31 %","74,32 %","6,66 %","32,65 %",Anpartsselskab,41294035,Melius Husene Aps,Socialtilsyn Øst,Tilbuddet selv,55.572228,11.760449,Holbæk Kommune
Nordstjernen,"Park Alle 16
    

    7600 Struer","Godkendt
        16-09-2024","20,09 - 5.370 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
            
        
            
                Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til midlertidige ophold, § 107","28 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
                
            
                
                    3 - Aktivitets- og samværstilbud, § 104
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107","3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 3 pladser forbeholdt beboere på botilbuddet",Anja Lyngklip,anjagl@struer.dk,20932674,,,,,,,,,,,Primærkommune,29189951,Struer Kommune,5798004711880,Tilbuddet selv,56.485246,8.573038,Struer Kommune
Rusmiddelbehandling rusfri indsats (Rusmiddelcenter Aarhus),"Jægergårdsgade 66
    

    8000 Aarhus C","Godkendt
        19-08-2024",259 - 259 kr.,"Ambulant alkoholmisbrugsbehandling, SUL §141
            
        
            
                Aktivitets- og samværstilbud, § 104
            
        
            
                Ambulant stofmisbrugsbehandling, §101 – Voksne","10 - Ambulant alkoholmisbrugsbehandling, SUL §141
                
            
                
                    78 - Aktivitets- og samværstilbud, § 104
                
            
                
                    10 - Ambulant stofmisbrugsbehandling, §101 – Voksne","10 pladser -
                Kontakt afdelingen om ledige pladser",Helene Risager,hris@aarhus.dk,29208403,53.186.815 kr.,1.539.390 kr.,3.737.353 kr.,31.066.744 kr.,0 kr.,,"2,89 %","69,57 %","11,3 %",8 %,Primærkommune,55133018,Aarhus Kommune,5790000420285,Tilbuddet selv,56.148026,10.20133,Aarhus Kommune
Sønderparken,"Søndergade 21
    

    8783 Hornsyld","Godkendt
        10-04-2024",308 - 1.665 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108
            
        
            
                Aktivitets- og samværstilbud, § 104","12 - Botilbud til midlertidige ophold, § 107
                
            
                
                    23 - Botilbud til længerevarende ophold, § 108
                
            
                
                    25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 25 pladser forbeholdt beboere på botilbuddet",Peter Tanghus,Peter.Tanghus@social.rm.dk,30536314,,,,,,,,,,,Region,29190925,Region Midtjylland,5798002796292,Tilbuddet selv,55.754132,9.850339,Hedensted Kommune
