Navn,Adresse,Latitude,Longitude,Kontaktperson,Tilsynsstatus,Takster,Tilbudstyper,Pladser,Kapacitet
BIRKEBAKKEN,"Hejredalsvej 144
  

  8220 Brabrand",56.1571189,10.126423,"Allan Borresen

  53716026","Godkendt
  01-07-2024","Fra 4.114,6 - 4.114,6 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","8 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
Bo Skole Job,"Stavangervej 9
  

  8600 Silkeborg",56.1787002,9.5939844,"Stine Laursen

  24904402","Godkendt
  16-12-2024","Fra 389,23 - 708,34 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Botilbudslignende tilbud, Lejebolig, Lejeloven","6 pladser -
  Kontakt afdelingen om ledige pladser"
Bo- og aflastningstilbuddet Tankefuld,"Sofielund Skovvej 180
  

  5700 Svendborg",55.0622315,10.5646961,"Anette Nielsen

  +4523326227","Godkendt
  28-10-2024",Fra 3.852 - 4.659 kr.,"Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
Botilbud Æblegården,"Gl. Byvej 56
  

  5792 Årslev",55.2980132,10.4695496,"Ulrik Westphal

  28999527","Godkendt
  26-04-2024","Fra 1.668,62 - 2.692,51 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  ingen ledige"
DMO Egehøj (Den Miljøterapeutiske Organisation I),"Fyrrebakken 6A
  

  4400 Kalundborg",55.6948631,11.0469232,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 3.844,62 - 3.844,62 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Stokkebjerghusene (Den Miljøterapeutiske Organisation I),"Lille Stokkebjergvej 9
  

  4450 Jyderup",55.6877518,11.4061857,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 4.922,64 - 4.922,64 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","4 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Ulstruphus (Den Miljøterapeutiske Organisation I),"Eskilstrupvej 18
  

  4560 Vig",55.8534047,11.6253428,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 4.922,64 - 4.922,64 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Den gamle skole (Atriumhus),"Skolevej 8
  

  4470 Svebølle",55.6493666,11.2905576,"Christin Maria Meikl

  28926379","Godkendt
  11-10-2024","Fra 3.027,04 - 3.027,04 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
Fonden Corvia,"Kannevej 10
  

  8355 Solbjerg",56.0105228,10.0796724,"Thomas Petersen

  31636299","Godkendt
  17-12-2024","Fra 2.684,79 - 2.750,66 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 pladser -
  Kontakt afdelingen om ledige pladser"
Fonden Det lille Opholdssted Egholt,"Rolles Møllevej 25
  

  6640 Lunderskov",55.4878943,9.305044,"Torben Corydon

  20609014","Godkendt
  19-11-2024","Fra 2.361,74 - 2.361,74 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  ingen ledige"
"Jupiter. Avderødvej 32a, 2980 Kokkedal (Døgn §43 st.1.nr.6,§107) (Dyssegården Den psykiatriske behandlingsinstitution)","Avderødvej 32A
  

  2980 Kokkedal",55.9182278,12.4340695,"Birgitte Munch-Hansen

  48207800","Godkendt
  02-07-2024","Fra 4.196,65 - 4.394,12 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","5 pladser -
  ingen ledige"
Katrinedal (PS Contact ApS),"Teknikvej 6
  

  4532 Gislinge",55.7274458,11.546178,"Marie-Louise Sjørslev

  29275514","Godkendt
  02-04-2025","Fra 2.791,16 - 2.791,16 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  13 - Botilbud til midlertidige ophold, § 107","2 pladser -
  ingen ledige"
Lunden (Holmstrupgård),"Holmstrupgårdvej 39
  

  8220 Brabrand",56.1748741,10.1180923,"Trine Malver

  78478600","Godkendt
  26-02-2025","Fra 2.428,88 - 2.582,48 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
"Merkur. Avderødvej 32,c,d,g, 2980 Kokkedal. Helsevej 5st. th.3400 Hillerød(Døgn§107,§ 43 stk1 nr. 6 +§114) (Dyssegården Den psykiatriske behandlingsinstitution)","Avderødvej 32A
  

  2980 Kokkedal",55.9182278,12.4340695,"Birgitte Munch-Hansen

  48207800","Godkendt
  02-07-2024","Fra 1.236,38 - 4.196,65 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","6 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  15 - Botilbud til midlertidige ophold, § 107","6 pladser -
  ingen ledige"
Nyskov (Den selvejende instit . Storskoven),"Søndergade 54
  

  5591 Gelsted",55.3937374,9.9680243,"Mikkel Røssel

  31776741","Godkendt
  15-11-2024","Fra 2.637,78 - 2.637,78 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Opholdsstedet Birkebo (Fonden Bakkegaarden),"Gammel Viborgvej 128
  

  8471 Sabro",56.2008405,10.0586212,"Jesper Tønder

  20151839","Godkendt
  13-09-2024","Fra 1.342,28 - 6.186,69 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
Opholdsstedet Curana,"Løkkegravene 80
  

  5270 Odense N",55.4454816,10.3499249,"Sonny Laursen

  81811381","Godkendt
  24-05-2024","Fra 2.444,15 - 2.444,15 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","4 pladser -
  ingen ledige"
Specialcenter Rabu,"Bøge Alle 3
  

  6760 Ribe",55.3262994,8.7773701,"Pia Nellemann

  12124992","Godkendt
  18-12-2024",Fra 2.895 - 6.618 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","16 - Botilbud til midlertidige ophold, § 107
  
  
  
  26 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","16 pladser -
  Kontakt afdelingen om ledige pladser"
Æblevangen (Holmstrupgård),"Holmstrupgårdvej 39
  

  8220 Brabrand",56.1748741,10.1180923,"Trine Malver

  78478600","Godkendt
  26-02-2025","Fra 2.428,88 - 2.582,48 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling P (Ternevej),"Ternevej 91
  

  8700 Horsens",55.8283187,9.8324488,"Tina Naldal

  21546584","Godkendt
  18-07-2024",Fra 4.531 - 8.532 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  ingen ledige"
SUF - BOAS Mentor,"Falkoner Alle 58B, st. 
  

  2000 Frederiksberg",55.683697,12.5374468,"Vickie Marion Monsen

  30844941","Godkendt
  12-07-2024","Fra 1.855,53 - 1.855,53 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Ellebækhus (Hjertehusene ApS),"Ellebækvej 18
  

  5853 Ørbæk",55.2456669,10.6005887,"Dorthe Skyttegaard Krebs

  40818217","Godkendt
  02-12-2024","Fra 3.230,72 - 6.964,2 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
Baskærvej (Kanonen),"Baskærvej 1
  

  8370 Hadsten",56.3551075,10.1733322,"Birgitte Reymers Lydolf

  +4529479849","Godkendt
  29-01-2025","Fra 2.886,58 - 5.961,27 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Kildebjerget,"Sanatorievej 1
  

  7140 Stouby",55.6923226,9.7728348,"Klavs Hansen

  29162547","Godkendt
  26-03-2025","Fra 712,45 - 2.440 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","32 - Botilbud til midlertidige ophold, § 107
  
  
  
  15 - Beskyttet beskæftigelsestilbud, § 103","15 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 9 pladser forbeholdt beboere på botilbuddet"
Rockthepony Bosted,"Ladegårdsskov 14
  

  5560 Aarup",55.3721376,10.0827217,"Anne Kirstine Søndergaard

  51884966","Godkendt
  17-12-2024","Fra 10.489,23 - 22.180,5 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","4 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 1 pladser forbeholdt beboere på botilbuddet"
Afdeling Agertoften (Fonden Føniks),"Agertoften 8
  

  9330 Dronninglund",57.2479053,10.2855674,"Katja Andreasen

  28934755","Godkendt
  30-04-2024","Fra 3.034,67 - 3.034,67 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","11 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
Nordstjernen,"Park Alle 16
  

  7600 Struer",56.4852262,8.5728536,"Anja Lyngklip

  20932674","Godkendt
  16-09-2024","Fra 20,09 - 5.370 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  28 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  3 - Aktivitets- og samværstilbud, § 104","28 pladser -
  Kontakt afdelingen om ledige pladser"
LivogJob fonden,"Hans Egedesvej 5
  

  4850 Stubbekøbing",54.8884133,12.0325343,"Pia Jørgensen

  54441705","Godkendt
  01-04-2025","Fra 461,74 - 2.611,99 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  17 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  14 - Botilbud til midlertidige ophold, § 107","14 pladser -
  Kontakt afdelingen om ledige pladser"
Koldingvej 31 (Troldkærskolen),"Koldingvej 2
  

  6630 Rødding",55.3755415,9.2226489,"Søren Danielsen

  61282627","Godkendt
  11-04-2025","Fra 0 - 3.717,74 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 pladser -
  Kontakt afdelingen om ledige pladser"
Opholdsstedet Bangholm (Fonden Bakkegården),"Gammel Viborgvej 132A
  

  8471 Sabro",56.202376,10.0599671,"Jesper Tønder

  20151839","Godkendt
  20-06-2024","Fra 1.874,61 - 6.284 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
"Boligerne (Thorshøjgård, Bo- og uddannelsestilbud.)","Pedersborgvej 20
  

  2635 Ishøj",55.6313396,12.2655052,"Rikke Mathiesen

  20186667","Godkendt
  19-12-2024","Fra 1.907,05 - 1.907,05 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
Trin 2 - Vipperød (Malthesminde Bo- og Uddannelsesstøtte),"Malthesminde 48
  

  4390 Vipperød",55.671914,11.741467,"Jesper Mortensen

  23236535","Godkendt
  29-01-2025","Fra 1.581,73 - 1.581,73 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Lector Care- Overgårdsvej (Lector Care),"Skanderborgvej 180
  

  8382 Hinnerup",56.2525751,10.0311661,"Anders Do Sørensen

  61404346","Godkendt
  03-03-2025","Fra 4.610,68 - 10.000,78 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Galten (Kanonen),"Erslevvej 38
  

  8370 Hadsten",56.3500546,10.0746589,"Birgitte Reymers Lydolf

  +4529479849","Godkendt
  29-01-2025","Fra 2.886,58 - 5.961,27 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Holmegården (Den Miljøterapeutiske Organisation I),"Holmegården 3
  

  4520 Svinninge",55.7162864,11.4771375,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 4.002,03 - 4.002,03 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","7 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","7 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Tornbrinken (Den Miljøterapeutiske Organisation I),"Tornbrinken 2, st. 
  

  4450 Jyderup",55.6973291,11.410935,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 4.002,03 - 4.002,03 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling Spurvevej (Fonden Føniks),"Spurvevej 10
  

  8930 Randers NØ",56.4717267,10.041159,"Rasmus Olufson

  40116052","Godkendt
  30-04-2024","Fra 1.636,11 - 1.636,11 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
Kollegium Mariebjerg (Center for Psykiatri),"Burvej 2
  

  7570 Vemb",56.3403575,8.3459708,"Jacob Højris Jensen

  96114645","Godkendt
  17-07-2024",Fra 492 - 502 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","22 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  10 - Særlige klubtilbud, § 82, jf. § 84","22 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Vesterhuset (Den Miljøterapeutiske Organisation I),"Tornbrinken 2
  

  4450 Jyderup",55.6973291,11.410935,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 4.922,64 - 4.922,64 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
DSI Fonden Nørre Vesterskov,"Damsigvej 8
  

  9352 Dybvad",57.2731129,10.2187032,"Karen Gadensgaard

  98869111","Godkendt
  22-11-2024","Fra 533,29 - 2.463,23 kr.","Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","8 - Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  15 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","15 pladser -
  Kontakt afdelingen om ledige pladser"
SØNDBJERGGÅRD,"Aggerholmsvej 19
  

  7790 Thyholm",56.6213903,8.570503,"Mads Holm

  97875011","Godkendt
  26-06-2024","Fra 719,32 - 1.400,47 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","15 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Beskyttet beskæftigelsestilbud, § 103","2 pladser -
  Kontakt afdelingen om ledige pladser"
